Course, CRN, Comments, Department, Last Taught
PRNU 241, 10323, Majors only; Prerequisites: PRNU 231, 234, 235; Coreq: PRNU 240; Must  register for a PRNU lab A01-A06, PROFESSIONAL--NURSING, Spring 2016
PRNU 243, 11179, Prereqs enforced by the system: PRNU  234; Meets every Tuesday 1/14/20-2/11/  20;, PROFESSIONAL--NURSING, Spring 2020
PRNU 245, 93038, Prereqs enforced by the system: PRNU  134; Public Health Nursing lecture only  3 credits; Clinical in winter or spring  required, PROFESSIONAL--NURSING, Fall 2020
PRNU 246, 13219, Dates: 1/13/20-3/6/20; Meets in Rowell  201A for on campus dates: Actual dates  and time within this date range are  determined by instructor on individual  basis M-F Prereqs enforced by the  system: PRNU 245, PROFESSIONAL--NURSING, Spring 2020
PRNU 248, 13400, No Requirement Information Given, PROFESSIONAL--NURSING, Spring 2020
PRNU 260, 15071, Prereqs enforced by the system: PRNU  060 & 111 NAT majors only, PROFESSIONAL--NURSING, Spring 2020
PRNU 263, 93955, NAT (RN to BS) students only, PROFESSIONAL--NURSING, Fall 2019
PRNU 264, 95267, Prereqs enforced by the system: PRNU  060 and 111, PROFESSIONAL--NURSING, Fall 2020
PRNU 265, 91547, NAT (RN to BS) students only, PROFESSIONAL--NURSING, Fall 2019
PRNU 295, 96132, Public Health Nursing lecture only;  Required for all senior PRNU students;  Clinical in spring 2017, PROFESSIONAL--NURSING, Fall 2016
PRNU 296, 14001, PRNU Seniors enrolled in Critical Care  area for senior practicum are given  priority, all others by instructor  permission., PROFESSIONAL--NURSING, Spring 2020
PRNU 297, 96069, Independent study of chronic disease  management in the community, PROFESSIONAL--NURSING, Fall 2019
PRNU 298, 96175, Available credits: 1-6, PROFESSIONAL--NURSING, Fall 2020
PRT 001, 91416, Open to first year through juniors;  Seniors by instructor permission only, PARKS, --RECREATION--AND--TOURISM, Fall 2017
PRT 010, 94508, No Requirement Information Given, ENVIRONMENTAL--STUDIES, Fall 2020
PRT 050, 10910, First year, sophomore, or JR standing  only; Seniors by permission, PARKS, --RECREATION--AND--TOURISM, Spring 2020
PRT 096, 96097, No Requirement Information Given, ENVIRONMENTAL--STUDIES, Fall 2020
PRT 138, 90958, Minimum Sophomore standing; Must  register for lab; Service Learning, PARKS, --RECREATION--AND--TOURISM, Fall 2019
PRT 149, 91712, No Requirement Information Given, ENVIRONMENTAL--STUDIES, Fall 2019
PRT 157, 10911, Minimum Junior standing, or by  permission; PRT majors/minors, or  others by permission; Course fee: $95, PARKS, --RECREATION--AND--TOURISM, Spring 2020
PRT 158, 90875, Minimum Sophomore standing; PRT majors  and PRT minors, Sports Management  minors by permission; Civic Learning, PARKS, --RECREATION--AND--TOURISM, Fall 2020
PRT 188, 13534, Junior standing; Instructor permission  required; Available for 1.00-6.00  credits, PARKS, --RECREATION--AND--TOURISM, Spring 2020
PRT 191, 90876, RM, PRT majors only; Minimum Junior  standing; Contact instructor for  meeting location and time, PARKS, --RECREATION--AND--TOURISM, Fall 2020
PRT 197, 95551, Undergraduate TA's working with Outdoor  Experience RLC; Instructor permission  required, PARKS, --RECREATION--AND--TOURISM, Fall 2019
PRT 198, 96029, No Requirement Information Given, PARKS, --RECREATION--AND--TOURISM, Fall 2018
PRT 230, 96123, No Requirement Information Given, PARKS, --RECREATION--AND--TOURISM, Fall 2020
PRT 235, 91454, Prerequisites: PRT major or minor; SMGT  minors by permission; Junior or Senior  status; Instructor will provide details  about course meetings, PARKS, --RECREATION--AND--TOURISM, Fall 2020
PRT 240, 11059, Minimum Junior standing, PARKS, --RECREATION--AND--TOURISM, Spring 2018
PRT 255, 91455, PRT Juniors and Seniors; Others by  instructor permission, PARKS, --RECREATION--AND--TOURISM, Fall 2020
PRT 258, 10912, Minimum Junior standing; PRT majors or  minors; Others by permission, PARKS, --RECREATION--AND--TOURISM, Spring 2020
PRT 296, 95971, Instructor permission required, PARKS, --RECREATION--AND--TOURISM, Fall 2019
PSS 010, 90017, Open to Degree and CDE students; PLEASE  NOTE: An optional lab, PSS 015 is  available; The optional lab does not  meet the lab science requirement for  CAS majors, PLANT--&--SOIL--SCIENCE, Fall 2020
PSS 015, 91132, Co-req: PSS 010; PLEASE NOTE: this  optional lab does not meet the lab  science requirement for CAS majors; Lab  fee: $15; The fee includes Safety  Glasses, Ear/Hearing protection, Work  gloves, and a field trip to the Hort  Farm by bus; Open to Degree and CDE  students, PLANT--&--SOIL--SCIENCE, Fall 2020
PSS 021, 14002, No Requirement Information Given, PLANT--&--SOIL--SCIENCE, Spring 2020
PSS 028, 10124, Open to Degree and CDE students, PLANT--&--SOIL--SCIENCE, Spring 2020
PSS 095, 95385, No Requirement Information Given, PLANT--&--SOIL--SCIENCE, Fall 2020
PSS 096, 14008, Open to Degree and CDE students, PLANT--&--SOIL--SCIENCE, Spring 2020
PSS 106, 90030, No Requirement Information Given, ENVIRONMENTAL--STUDIES, Fall 2020
PSS 112, 91403, No Requirement Information Given, ENVIRONMENTAL--STUDIES, Fall 2020
PSS 117, 95383, Prereqs enforced by the system: PBIO  004 or BIOL 001/002 or BCOR 011/012;  Crosslisted with PBIO 117; Total  combined enrollment = 48, PLANT--&--SOIL--SCIENCE, Fall 2020
PSS 121, 90711, Prereqs enforced by the system: PSS 010  or PSS 021; Contact leonard.perry@uvm.  edu for course override; Open to Degree  and CDE students, PLANT--&--SOIL--SCIENCE, Fall 2020
PSS 123, 90710, Prereqs enforced by the system: PSS 010  or PSS 021; or one semester of Biology  or Instructor Permission; Contact  leonard.perry@uvm.edu for course  override; Open to Degree and CDE  students, PLANT--&--SOIL--SCIENCE, Fall 2020
PSS 125, 90032, Prereqs enforced by the system: PSS 010  or 021 or 1 semester Biology or  permission; Open to Degree and CDE  students; Contact instructor for  override: mark.starrett@uvm.edu, PLANT--&--SOIL--SCIENCE, Fall 2020
PSS 127, 14817, Students must register for lab. Prereqs  enforced by the system: PSS 10 or 21, PLANT--&--SOIL--SCIENCE, Spring 2020
PSS 137, 90033, Prereq: One course in drawing, design  or mapping; Cross listed with ENVS 137  A, NR 137 A and CDAE 137; Combined  total enrollment of 40. Lab 2:00-3:45  meets in Marsh Life Science 126, 128  and 129. Minimum Junior standing; Instr  perm required (email aresnik@uvm.edu  for override), PLANT--&--SOIL--SCIENCE, Fall 2020
PSS 138, 10113, Prereqs enforced by the system: PSS 10  or 21; one semester Biology, or  instructor permission; Must register  for lab; Open to CDE and Degree  students; Contact the instructor for  override: mark.starrett@uvm.edu if  needed, PLANT--&--SOIL--SCIENCE, Spring 2020
PSS 143, 95221, Crosslisted with ASCI 143 Prereqs  enforced by the system: BIOL 1 or 2 or  11 or 12 or PBIO 4 or 6; Total combined  enrollment: 24, PLANT--&--SOIL--SCIENCE, Fall 2019
PSS 145, 94876, Prereqs enforced by the system: PSS 10  or 21; Course is partly online, PLANT--&--SOIL--SCIENCE, Fall 2018
PSS 154, 14826, 3 credits in biology or ecology or  instructor permission, PLANT--&--SOIL--SCIENCE, Spring 2020
PSS 156, 92932, Prereqs enforced by the system: PSS 21  or BIOL 002 or NR 103 or BCOR 12 or 102;  Or permission; Sophomore standing. Open  to Degree and CDE students; Cross  listed with ENVS Max enrollment 48, PLANT--&--SOIL--SCIENCE, Fall 2020
PSS 158, 91114, Junior or Senior SLH majors only, PLANT--&--SOIL--SCIENCE, Fall 2016
PSS 161, 90035, Prereq: Inorganic chemistry or  permission; Must register for PSS 161  lab; Open to Degree and CDE students, PLANT--&--SOIL--SCIENCE, Fall 2020
PSS 162, 11185, No Requirement Information Given, ENVIRONMENTAL--STUDIES, Spring 2020
PSS 190, 92913, Junior or Senior ECAG majors only; 1-3  credits; Instructor permission, PLANT--&--SOIL--SCIENCE, Fall 2020
PSS 191, 93087, Title: Lab TA Woody Landscape Plants;  Instructor permission required., PLANT--&--SOIL--SCIENCE, Fall 2020
PSS 192, 15641, Instructor permission required; Course  title: Dairy Cropping System Analysis;  Available credits: 3-4, PLANT--&--SOIL--SCIENCE, Spring 2020
PSS 195, 97073, No Requirement Information Given, PLANT--&--SOIL--SCIENCE, Fall 2020
PSS 196, 14005, No Requirement Information Given, PLANT--&--SOIL--SCIENCE, Spring 2020
PSS 197, 91827, Instructor permission required, PLANT--&--SOIL--SCIENCE, Fall 2016
PSS 198, 93213, Instructor permission required, PLANT--&--SOIL--SCIENCE, Fall 2020
PSS 208, 10908, Prereqs enforced by the system: PSS 021;  and one 100-level PSS course, or  equivalent experience, or instructor  permission, PLANT--&--SOIL--SCIENCE, Spring 2020
PSS 212, 91270, Prereqs enforced by the system: PSS  021; or 1 semester ecology at or above  the 100 level or permission; Senior or  Graduate standing; Field trip fee: $30;  Service Learning; Must register for PSS  212 lab A01 or A02; Cross listed with  ENVS 212; max enrollment 40, PLANT--&--SOIL--SCIENCE, Fall 2020
PSS 221, 95387, Cross-listed with PSS 395 A., PLANT--&--SOIL--SCIENCE, Fall 2020
PSS 232, 14820, BIO 001, BIO 002, and one of the  following: PSS 106, NR 103, BCOR 102 or  equivalent course., PLANT--&--SOIL--SCIENCE, Spring 2020
PSS 238, 11009, Prereqs enforced by the system: PSS 137;  or one course in Hills 226 1:00-3:00 MW  in ecology plus one course in design or  drawing; Minimum Junior standing;  Instructor permission required; contact  Annie.White@uvm.edu for override;  Course meets in Hills 234 12:00-12:50  and, PLANT--&--SOIL--SCIENCE, Spring 2020
PSS 261, 93777, Prereqs enforced by the system: PSS 161, PLANT--&--SOIL--SCIENCE, Fall 2019
PSS 264, 15269, Prereqs enforced by the system: PSS 161, PLANT--&--SOIL--SCIENCE, Spring 2019
PSS 268, 15271, Prereqs enforced by the system: BCOR  102 or NR 103 & PSS 161 or equivalent;  Crosslisted with NR 268; Must register  for lab., PLANT--&--SOIL--SCIENCE, Spring 2019
PSS 269, 14821, Prereqs enforced by the system: PSS 161;  or instructor permission, PLANT--&--SOIL--SCIENCE, Spring 2020
PSS 281, 10667, Sophomore or Junior standing ECAG, SLH  majors or instructor permission, PLANT--&--SOIL--SCIENCE, Spring 2020
PSS 291, 94658, Teaching Assistant for PSS 212 Advanced  Agroecology, PLANT--&--SOIL--SCIENCE, Fall 2020
PSS 292, 94618, Course title: Journal Club; Credits :  1-2, PLANT--&--SOIL--SCIENCE, Fall 2020
PSS 295, 95227, Instructor will email the class about  meeting location. Several field trips  included., PLANT--&--SOIL--SCIENCE, Fall 2019
PSS 296, 15102, No Requirement Information Given, PLANT--&--SOIL--SCIENCE, Spring 2020
PSS 297, 96270, No Requirement Information Given, PLANT--&--SOIL--SCIENCE, Fall 2016
PSS 298, 14822, No Requirement Information Given, PLANT--&--SOIL--SCIENCE, Spring 2020
PSS 301, 92933, Graduate standing only, PLANT--&--SOIL--SCIENCE, Fall 2020
PSS 312, 15496, No Requirement Information Given, PLANT--&--SOIL--SCIENCE, Spring 2020
PSS 313, 95247, Prereqs enforced by the system: PSS 311;  This course is required for students  enrolled in the Certificate of Graduate  Study in Agroecology (CGSC); Prereqs  enforced by the system: PSS 311;  Graduate standing or instructor  permission required. Complete Title:  Participatory Action Research (PAR) and  transdisciplinary approaches to  Agroecology, PLANT--&--SOIL--SCIENCE, Fall 2018
PSS 314, 95228, No Requirement Information Given, PLANT--&--SOIL--SCIENCE, Fall 2019
PSS 381, 96394, Contact department for location, PLANT--&--SOIL--SCIENCE, Fall 2020
PSS 391, 90045, No Requirement Information Given, PLANT--&--SOIL--SCIENCE, Fall 2020
PSS 392, 96963, No Requirement Information Given, PLANT--&--SOIL--SCIENCE, Fall 2020
PSS 393, 90774, No Requirement Information Given, PLANT--&--SOIL--SCIENCE, Fall 2020
PSS 394, 10668, No Requirement Information Given, PLANT--&--SOIL--SCIENCE, Spring 2020
PSS 395, 97064, Instructor permission. Cross-listed  with PSS 221 A., PLANT--&--SOIL--SCIENCE, Fall 2020
PSS 396, 95906, Title: TA Soil Morphology, PLANT--&--SOIL--SCIENCE, Fall 2018
PSS 491, 92835, No Requirement Information Given, PLANT--&--SOIL--SCIENCE, Fall 2020
PSTG 777, 90771, Dept permission, PUBLIC--SERV--TECH--GEN, Fall 2017
PSYS 001, 91458, No Requirement Information Given, HEALTH--AND--SOCIETY, Fall 2020
PSYS 053, 91537, Prereqs enforced by the system: PSYS  001 or PSYC 001; NEUR, PSYC, PSYS  majors only; Must register for a PSYS  053 lab, A01-A12, PSYCHOLOGICAL--SCIENCE, Fall 2020
PSYS 054, 12254, Prereqs enforced by the system: PSYS  053 or PSYC 109; Must register for a  lab A01-A12, PSYCHOLOGICAL--SCIENCE, Spring 2020
PSYS 070, 95827, CAS first time first year students only, PSYCHOLOGICAL--SCIENCE, Fall 2020
PSYS 095, 95038, CAS first time first year students only, PSYCHOLOGICAL--SCIENCE, Fall 2020
PSYS 096, 15434, Winter Session Online Course: 12/26/17  - 1/12/18; This course may or may not  fulfill degree requirements for UVM  students. Please consult with your  Dean's Office if you have any questions  about applicability of winter session  courses toward graduation requirements;  PSYS majors, first year and sophomores  only, PSYCHOLOGICAL--SCIENCE, Spring 2018
PSYS 107, 15461, Prereqs enforced by the system: LING 80  or PSYS/PSYC 001; Cross listed with  LING 171; total combined enrollment =  40, PSYCHOLOGICAL--SCIENCE, Spring 2019
PSYS 108, 95905, Prereqs enforced by the system: LING  080 or PSYS 001 or PSYC 001; Cross  listed with LING 177 A; Total combined  enrollment = 40, PSYCHOLOGICAL--SCIENCE, Fall 2020
PSYS 111, 92452, Prereqs enforced by the system: PSYS  001 or PSYC 001; Open to degree and CDE  students, PSYCHOLOGICAL--SCIENCE, Fall 2020
PSYS 115, 13175, Prereqs enforced by the system: PSYS  001 or PSYC 001 or BIOL 001, PSYCHOLOGICAL--SCIENCE, Spring 2020
PSYS 130, 91521, Prereqs enforced by the system: PSYS  001; Open to degree and CDE students, PSYCHOLOGICAL--SCIENCE, Fall 2020
PSYS 150, 91462, Prereqs enforced by the system: PSYS  001 or PSYC 001; Open to degree and CDE  students, PSYCHOLOGICAL--SCIENCE, Fall 2020
PSYS 170, 91461, No Requirement Information Given, HEALTH--AND--SOCIETY, Fall 2020
PSYS 190, 92760, Prerequisite PSYS 001; Instructor  permisson required; Service Learning, PSYCHOLOGICAL--SCIENCE, Fall 2020
PSYS 191, 92750, Instructor permission required, PSYCHOLOGICAL--SCIENCE, Fall 2020
PSYS 195, 95476, Prereq: LING 080 Cross listed with LING  195; Total combined enrollment = 30, PSYCHOLOGICAL--SCIENCE, Fall 2019
PSYS 196, 14693, Prerequisite: PSYS 001 Open to degree  and CDE students, PSYCHOLOGICAL--SCIENCE, Spring 2017
PSYS 198, 92761, Students may enroll in sections PSYS  198 A through PSYS 198 S; Instructor  permission required, PSYCHOLOGICAL--SCIENCE, Fall 2020
PSYS 211, 13192, Prereqs enforced by the system: PSYS  053 & PSYS 111 or PSYC 109 and 104, PSYCHOLOGICAL--SCIENCE, Spring 2020
PSYS 212, 93377, Prereqs enforced by the system: PSYS  053 & PSYS 111; ECP, ECSP, ELK6, PE, PSYC, PSYS majors; PSYC, PSYS, SE13  minors only; Minimum Junior standing, PSYCHOLOGICAL--SCIENCE, Fall 2020
PSYS 213, 12268, Prereqs enforced by the system: PSYS  053 and PSYS 111 or PSYC 109 and 104, PSYCHOLOGICAL--SCIENCE, Spring 2020
PSYS 214, 92542, Prereqs enforced by the system: PSYS  053, 111 or PSYS 115 or NSCI 111;  Minimum Junior standing, PSYCHOLOGICAL--SCIENCE, Fall 2020
PSYS 215, 91564, Prereqs enforced by the system: PSYS  053 & 115 or NSCI 111; Students must  register for Lab A01 or A02; Minimum  Junior standing, PSYCHOLOGICAL--SCIENCE, Fall 2020
PSYS 216, 93676, Prereqs enforced by the system: PSYS  053 & 115 or NSCI 111, PSYCHOLOGICAL--SCIENCE, Fall 2020
PSYS 218, 95671, Prereqs enforced by the system: PSYS  053, 115 or PSYC 109 or NSCI 110 or 111, PSYCHOLOGICAL--SCIENCE, Fall 2019
PSYS 230, 15039, Prereqs enforced by the system: PSYS  053 and PSYS 130 or PSYC 109 and 130, PSYCHOLOGICAL--SCIENCE, Spring 2020
PSYS 232, 12683, Prereqs enforced by the system: PSYS  053 or PSYC 109 and PSYS 130 or PSYC  130; ECP, ECSP, ELK6, PE, PSYC, PSYS  majors; SE13, PSYC, PSYS minors only, PSYCHOLOGICAL--SCIENCE, Spring 2018
PSYS 240, 93279, Prereqs enforced by the system: PSYS  053 or 111 or 130 or 150 or 170 & PSYC  109 or 130 or 104 or 161 or 152;  Minimum junior standing, PSYCHOLOGICAL--SCIENCE, Fall 2020
PSYS 252, 15041, Prereqs enforced by the system: PSYS  053 and PSYS 150, PSYCHOLOGICAL--SCIENCE, Spring 2020
PSYS 254, 13193, Prereqs enforced by the system: PSYS  053 and PSYS 150 or PSYC 109 or 161, PSYCHOLOGICAL--SCIENCE, Spring 2020
PSYS 257, 92803, Prereqs enforced by the system: PSYS  053 or PSYC 109 and PSYS 150 or PSYC  161; ECP, ECSP, ELK6, PE, PSYS, PSYC majors;  SE13, PSYS, PSYC minors only; minimum  junior standing, PSYCHOLOGICAL--SCIENCE, Fall 2016
PSYS 259, 91474, Prereqs enforced by the system: PSYS  053; and 150 or 170; or PSYC 109 or 161  or 152; ECP, ECSP, ELK6, PE, PSYC, PSYS  majors; PSYC, PSYS, SE13 minors only;  Minimum junior standing, PSYCHOLOGICAL--SCIENCE, Fall 2020
PSYS 268, 92554, Prereqs enforced by the system: PSYS  001 or EDSP 005 or EDEC 001; Junior  standing; Instructor permission  required; Must register for a Lab A01 -  A06; Service Learning, PSYCHOLOGICAL--SCIENCE, Fall 2020
PSYS 269, 13200, Must register for lab PSYS 269 A01-A08;  Prereqs enforced by the system: PSYS  001 or EDSP 005 or EDEC 001; Instructor  permission required; Service Learning, PSYCHOLOGICAL--SCIENCE, Spring 2020
PSYS 270, 93941, Prereqs enforced by the system: PSYS 53  or 150 or 170 and PSYC 109 or 161 or  152, PSYCHOLOGICAL--SCIENCE, Fall 2020
PSYS 271, 95072, Prereqs enforced by the system: PSYS  053 and 170 or PSYC 109 or 152, PSYCHOLOGICAL--SCIENCE, Fall 2020
PSYS 274, 14811, Prereqs enforced by the system: PSYS  053 or PSYC 109 and PSYS 170 or PSYC  152; ECP, ECSP, ELK6, PE, PSYC, PSYS  majors; SE13, PSYC, PSYS minors only;  minimum Junior standing, PSYCHOLOGICAL--SCIENCE, Spring 2016
PSYS 276, 14681, Prereqs enforced by the system: PSYS  053 or PSYC 109 and PSYS 170 or PSYC  152; Cross-listed with CRES 276 A ECP, ECSP, ELK6, PE, PSYS, PSYC, NEUR majors PSYS, PSYC, SE13 minors only, PSYCHOLOGICAL--SCIENCE, Spring 2017
PSYS 279, 91467, No Requirement Information Given, HEALTH--AND--SOCIETY, Fall 2020
PSYS 281, 93569, Prereqs enforced by the system: PSYS  268 or 269; Must register for lab;  Minimum Junior standing; Service  Learning, PSYCHOLOGICAL--SCIENCE, Fall 2020
PSYS 295, 95073, Prereqs enforced by the system: PSYS  053 & 111 or 115 or 130 or 150 or 170  or PSYC 109 or 104 or 121 or 130 or 161  or 152 PSYS majors and minors only  during the week of registration, PSYCHOLOGICAL--SCIENCE, Fall 2020
PSYS 296, 13899, Advanced Fit Kids: Special Population;  Must register for a lab, A01-A08  Prereqs enforced by the system: PSYS  053 and PSYS 111 or 115 or 130 or 150  or 170; Service Learning, PSYCHOLOGICAL--SCIENCE, Spring 2020
PSYS 297, 97152, No Requirement Information Given, PSYCHOLOGICAL--SCIENCE, Fall 2020
PSYS 300, 95920, Contact instructor for location, PSYCHOLOGICAL--SCIENCE, Fall 2019
PSYS 303, 95077, Prereqs enforced by the system: PSYS  304; PSYS graduate students only, PSYCHOLOGICAL--SCIENCE, Fall 2020
PSYS 304, 91527, Prerequisites:Psychology or NEUR  graduate standing only or enrolled in  other Ph.D. programs by permission of  instructor only, PSYCHOLOGICAL--SCIENCE, Fall 2020
PSYS 305, 12272, Prereqs enforced by the system: PSYS  304 or PSYC 340; PSYS majors with grad  standing, PSYCHOLOGICAL--SCIENCE, Spring 2020
PSYS 306, 94998, Prereqs enforced by the system: PSYS  304 or PSYC 340 and PSYS 305 or PSYC  341, PSYCHOLOGICAL--SCIENCE, Fall 2016
PSYS 307, 95009, Prereqs: Psychology Graduate standing  only and PSYS 304 and PSYS 305, PSYCHOLOGICAL--SCIENCE, Fall 2017
PSYS 311, 15011, Graduate standing only, PSYCHOLOGICAL--SCIENCE, Spring 2018
PSYS 315, 91528, Prerequisites: Psychology &  Neuroscience grad standing only, PSYCHOLOGICAL--SCIENCE, Fall 2020
PSYS 316, 15102, Contact department for location, PSYCHOLOGICAL--SCIENCE, Spring 2019
PSYS 319, 15047, Graduate standing only, PSYCHOLOGICAL--SCIENCE, Spring 2020
PSYS 330, 15715, Preqs: Graduate Standing Only, PSYCHOLOGICAL--SCIENCE, Spring 2019
PSYS 332, 95108, Prerequisites: PSYS graduate standing  only, PSYCHOLOGICAL--SCIENCE, Fall 2018
PSYS 350, 15048, Graduate standing only, PSYCHOLOGICAL--SCIENCE, Spring 2020
PSYS 370, 95833, PSYS graduate students only, PSYCHOLOGICAL--SCIENCE, Fall 2020
PSYS 371, 95921, Contact instructor for location, PSYCHOLOGICAL--SCIENCE, Fall 2019
PSYS 372, 95834, PSYS graduate students only, PSYCHOLOGICAL--SCIENCE, Fall 2020
PSYS 373, 95923, No Requirement Information Given, PSYCHOLOGICAL--SCIENCE, Fall 2019
PSYS 374, 15228, Preq: Graduate Standing Only, PSYCHOLOGICAL--SCIENCE, Spring 2019
PSYS 375, 15049, Graduate standing only, PSYCHOLOGICAL--SCIENCE, Spring 2020
PSYS 376, 15050, Graduate standing only, PSYCHOLOGICAL--SCIENCE, Spring 2020
PSYS 380, 15051, Graduate standing only, PSYCHOLOGICAL--SCIENCE, Spring 2020
PSYS 385, 91529, Prerequisites: PSYS graduate students  only; 2nd to 5th year students; course  is repeatable Credits: 0-1, PSYCHOLOGICAL--SCIENCE, Fall 2020
PSYS 390, 14699, Prerequisites: PSYS Graduate standing  only, PSYCHOLOGICAL--SCIENCE, Spring 2017
PSYS 391, 91535, Prereqs: Psychology graduate standing  only, PSYCHOLOGICAL--SCIENCE, Fall 2020
PSYS 393, 91538, Prerequisites: Psychology graduate  standing only; Social Cluster;  Repeatable course, PSYCHOLOGICAL--SCIENCE, Fall 2020
PSYS 395, 96166, Cross listed with PSYS 295 B; Total  combined enrollment = 25, PSYCHOLOGICAL--SCIENCE, Fall 2020
PSYS 396, 95141, Prerequisites: PSYS graduate students  only, PSYCHOLOGICAL--SCIENCE, Fall 2020
PSYS 491, 91536, Psychology graduate standing only  credits: 1-18, PSYCHOLOGICAL--SCIENCE, Fall 2020
PT 303, 12562, DPT 2nd year students, PHYSICAL--THERAPY, Spring 2019
PT 305, 91618, DPT majors, PHYSICAL--THERAPY, Fall 2017
PT 306, 12848, DPT 1st Year, PHYSICAL--THERAPY, Spring 2018
PT 307, 92910, DPT Majors Only Class will be held on  the following Fridays: 9/7, 10/19, 11/9  and 11/30, PHYSICAL--THERAPY, Fall 2018
PT 308, 13169, DPT 2nd year students, PHYSICAL--THERAPY, Spring 2019
PT 318, 92314, Year 1 DPT; Prerequisite: ANNB 201, PHYSICAL--THERAPY, Fall 2017
PT 320, 91819, DPT majors; Hybrid class meets online  and face to face, PHYSICAL--THERAPY, Fall 2016
PT 322, 91742, DPT students, PHYSICAL--THERAPY, Fall 2016
PT 328, 91743, DPT students, PHYSICAL--THERAPY, Fall 2016
PT 329, 12565, DPT 2nd year students, PHYSICAL--THERAPY, Spring 2019
PT 330, 91316, DPT students only, PHYSICAL--THERAPY, Fall 2018
PT 331, 12566, DPT 2nd year students; meets on-line  and Class will meet on campus on the  following dates: Thurs, 1/17 3-5pm; Fri, 1/18 8:30am-5pm; Mon, 3/18 8:30am-5pm;  Mon, 4/15 8:30am-5pm, PHYSICAL--THERAPY, Spring 2019
PT 340, 92278, DPT majors; Fee: $17.20, PHYSICAL--THERAPY, Fall 2017
PT 344, 12853, DPT 1st Year; Fee: $20.00 2nd year  students need to be avail. to TA Class  & open Lab, PHYSICAL--THERAPY, Spring 2018
PT 345, 90726, DPT majors only; Prerequisites: NSCI  302, PT 305; HIPPA/OSHA Fee: $18.; Prof  Liability Ins Fee: $15.00, PHYSICAL--THERAPY, Fall 2018
PT 346, 10683, DPT 2nd year students; Lab meets in  Rowell 003 A & B on M & W from 9:35 to  11:30; Mondays 12-3; This course  includes Clinical Correlation labs on  Wed 12:30-5 and/or Fri 8-5; Course fee:  $85, PHYSICAL--THERAPY, Spring 2019
PT 347, 91785, DPT majors; Lecture from 1:15 - 2:30;  Lab in 003 A & B from 2:50 - 4:05;  Prerequisites: PT 305, PHYSICAL--THERAPY, Fall 2018
PT 348, 12567, DPT 2nd year students; This course  includes Clinical Correlation labs on  Wed 12:30-5 and/or Fri 8-5, PHYSICAL--THERAPY, Spring 2019
PT 371, 91240, Prereqs enforced by the system: PT 420;  DPT majors only; HIPAA/OSHA Training  Fee: $18.00; Student Liability  Insurance: $15.00; Internship Dates:  August 26 - November 1, 2019; Contact  instructor for more info if needed, PHYSICAL--THERAPY, Fall 2019
PT 372, 91241, DPT majors only; Internship Dates:  November 11, 2019 - January 24, 2020;  This is part A of a 3-part internship;  This course, PT 372A, ends Dec. 19, but  continues with PT 372B for the Winter  Session, and PT 372C for the Spring  Semester; Contact instructor for more  info if needed., PHYSICAL--THERAPY, Fall 2019
PT 373, 11052, DPT 3rd year students; Winter session  internship  R, PHYSICAL--THERAPY, Spring 2020
PT 374, 11053, DPT 3rd year students  R, PHYSICAL--THERAPY, Spring 2020
PT 375, 11054, DPT 3rd year students  R, PHYSICAL--THERAPY, Spring 2020
PT 395, 96051, Course dates: August 26, 2019 - October  11, 2019; Instructor permission  required, PHYSICAL--THERAPY, Fall 2019
PT 420, 95638, DPT Only, PHYSICAL--THERAPY, Fall 2017
PT 422, 94244, Prereqs enforced by the system: PT 420;  DPT students, PHYSICAL--THERAPY, Fall 2018
PT 428, 94439, Prereqs enforced by the system: PT 420, PHYSICAL--THERAPY, Fall 2018
RAD 396, 14846, UVM MC- Radiology Education Center -  McClure 1312; Graduate students only, or permission from christine.boomer@uvm.  edu, RADIOLOGY, Spring 2020
RADT 152, 10159, Prereq: MLS 140; RADT, MRS majors only, or instructor permission, RADIATION--THERAPY, Spring 2020
RADT 173, 90157, Prereq: RADT 152; MRS and RADT majors  ONLY; Radiation Safety Badge Fee: $32;  Liability Insurance Fee: $22., RADIATION--THERAPY, Fall 2020
RADT 174, 10161, Prereqs enforced by the system: RADT  173; Location: UVMMC Radiation Oncology;  $30.00 fee: Safety Badge; RADT, MRS  majors only, RADIATION--THERAPY, Spring 2020
RADT 176, 10162, Prereqs: ANPS 20; Coreq: RADT 174; RADT, MRS majors only, RADIATION--THERAPY, Spring 2020
RADT 215, 15358, Prereqs enforced by the system: ANPS  19 & 20, BHSC 175 MRS, RADT majors only;  Others by instructor permission Open to  degree and CDE students, RADIATION--THERAPY, Spring 2020
RADT 223, 90158, Prereqs enforced by the system: RADT  174; MRS and RADT majors only;  Radiation Safety Badge Fee: $22;  Liability Insurance Fee: $22. Held at  UVMMC as Clinical Practicum, RADIATION--THERAPY, Fall 2020
RADT 244, 10905, Prereqs enforced by the system: RADT  152 and RADT 173; RADT, MRS majors only, RADIATION--THERAPY, Spring 2020
RADT 270, 91199, Minimum Junior standing MRS and RADT  students only; Will be Held In Rowell  104, RADIATION--THERAPY, Fall 2020
RADT 274, 10163, Location: Offsite clinical affiliate;  Prereq: All RADT major courses;  Coreq:RADT 280; $48.00 fee: Safety  Badge; RADT, MRS majors only, RADIATION--THERAPY, Spring 2020
